(title "Velocity Magnitude")
(labels "Position" "Velocity Magnitude")

((xy/key/label "seven_four")
0	0
0.00906667	8.8239e-005
0.0226667	0.000215133
0.0726667	0.000593563
0.122667	0.000798515
0.172667	0.000858553
0.222667	0.000861383
0.272667	0.000853375
0.322667	0.000846175
0.372667	0.000841675
0.423285	0.000839098
0.466965	0.000838071
0.473862	0.000837909
0.525001	0.000837898
0.576211	0.000839078
0.62678	0.000841627
0.677333	0.000846157
0.727333	0.000853348
0.777333	0.000861373
0.827333	0.000858596
0.877333	0.000798583
0.927333	0.000593623
0.977333	0.000215162
0.990933	8.82512e-005
1	0
)
