(title "Velocity Magnitude")
(labels "Position" "Velocity Magnitude")

((xy/key/label "five_ten")
0	0
0.00906667	3.95562e-005
0.0226667	9.7201e-005
0.0726667	0.000291264
0.122667	0.000455808
0.172667	0.000588413
0.222667	0.000687949
0.272667	0.00075624
0.322667	0.000798346
0.372667	0.00082131
0.423708	0.000832319
0.475	0.000836388
0.525873	0.00083638
0.576511	0.000832312
0.627333	0.000821314
0.677333	0.000798345
0.727333	0.000756231
0.777333	0.000687947
0.827333	0.000588415
0.877333	0.000455812
0.927333	0.000291268
0.977333	9.72028e-005
0.990933	3.95569e-005
1	0
)
